id,Nombre,datasketch,pacifista,ojoalapaz,indepaz,ONU,Defensoria,Unidad de Victimas,Somos Defensores,Cinep. Noche y Niebla,CODHES,Colectivo de Abogados José Alvear Restrepo Cajar,Género,Fecha,Municipio,Departamento,Tipo de líder,Cargo,Móvil,Otros,Fuentes
luis-diaz-lopez,Luis Diaz Lopez,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-19,Tame,Arauca,Líder indígena,"Miembro de la la comunidad Juliero, de Pueblo Beyote",Asesinados por el ejército colombiano,"El Ejército sostiene la versión de que ellos dos eran extorsionistas que fueron ""neutralizados"" en flagrancia, líderes indígenas denuncian la supuesta comisión de una ejecución extrajudicial. ",https://www.elespectador.com/noticias/judicial/confusas-versiones-sobre-muerte-de-indigenas-en-arauca-articulo-734448
miller-diaz-lopez,Miller Diaz Lopez,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-19,Tame,Arauca,Líder indígena,"Miembro de la la comunidad Juliero, de Pueblo Beyote",Asesinados por el ejército colombiano,"El Ejército sostiene la versión de que ellos dos eran extorsionistas que fueron ""neutralizados"" en flagrancia, líderes indígenas denuncian la supuesta comisión de una ejecución extrajudicial. ",https://www.elespectador.com/noticias/judicial/confusas-versiones-sobre-muerte-de-indigenas-en-arauca-articulo-734448
hernan-enrique-agames,Hernán Enrique Agames,si,si,si,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-19,Puerto Libertador,Córdoba,Líder sindical,,,,https://www.elespectador.com/noticias/judicial/menos-de-24-horas-asesinan-cuatro-campesinos-cordoba-un-articulo-675723
victor-manuel-barrera,Victor Manuel Barrera,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-21,Arauquita,Arauca,Líder sindical,,,,http://www.contagioradio.com/uso-denuncio-asesinato-de-dos-sindicalistas-articulo-50863/
jose-olmedo-obando,Jose Olmedo Obando,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-22,Ipiales,Nariño,Líder afrodescendiente,Líder afrodescendiente del consejo comunitario Nueva Esperanza,"Recibió siete impactos de bala en la vereda Las Brisas del Rumiyaco, corregimiento de Sucumbíos, en el municipio de Ipiales, Nariño",,https://prensarural.org/spip/spip.php?article22624
harley-johanny-mogollon,Harley Johanny Mogollon Becerra,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-22,Saravena,Arauca,Líder campesino o agrario,"Miembro de la Asociación Nacional Campesina José Antonio Galán Zorro, donde era coordinador del Distrito 1 de Saravena",Le propinaron varios disparos cuando se movilizba en motocicleta,,http://centroriente.org/asesinato-de-lider-social-reafirma-condicion-de-indefension-en-la-cual-desarrolla-su-actividad/
fares-carabali-carbonero,Fares Carabalí Carbonero,NA,si,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-23,Buenos Aires,Cauca,Líder comunitario,"Gerente de la Cooperativa Multiactiva Unión de Mineros de Buenos Aires, Cauca","Varios sujetos lanzaron una granada de fragmentación contra Fares Cabalí y sus acompañantes. Después de la explosión ubicaron a Cabalí para dispararle en diferentes partes del cuerpo, causándole así la muerte. ",,https://www.elpais.com.co/judicial/fue-asesinado-el-hermano-del-alcalde-de-buenos-aires-cauca.html
jose-fernando-castillo,Jose Fernando Castillo,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-23,Buenos Aires,Cauca,Líder afrodescendiente,"Miembro del Consejo Comunitario Cerro Teta, integrante de PCN ANAFRO",,,SD
miguel-eduardo-parra,Miguel Eduardo Parra Rondon,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-25,Chitaga,Norte de Santander,Líder comunitario,Presidente de la junta de acción comunal El Roble del municipio de Chitaga,"Este campesino de 33 años se dirigía en un carro lechero hacia otro sector rural para adelantar labores de construcción, cuando habría sido ultimado en medio del enfrentamiento que sostuvo la Fuerza Pública con el ELN",Apareció en el listado de guerrilleros abatidos del Eln tras un operativo militar en la zona donde fue asesinado.,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html
manuel-eusebio-osorio,Manuel Eusebio Osorio Escobar,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-25,Sucre,Sucre,Líder campesino o agrario,,,,http://www.contagioradio.com/tres-hermanos-reclamantes-de-tierras-son-asesinados-en-sucre-articulo-50998/
prisciliano-manuel-mercado,Prisciliano Manuel Mercado Garcia,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-25,Sucre,Sucre,Líder campesino o agrario,,,,https://www.prensarural.org/spip/spip.php?article22658
eleazar-tequia-bitucay,Eleazar Tequia Bitucay,NA,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-26,El Cármen de Atrato,Chocó,Líder indígena,Jefe de la guardia indígena de la comunidad embera katío del Dieciocho- ASOREWA,Murió cuando intentaba desarmar a un uniformado,,https://colombia2020.elespectador.com/territorio/asi-fue-el-adios-eleazar-tequia-bitucay
mario-elias-carrascal,Mario Elias Carrascal Nader,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-26,Montería,Córdoba,Líder comunitario,,,,http://www.eltiempo.com/colombia/otras-ciudades/asesinan-a-ex-alcalde-de-puerto-libertador-cordoba-175624
franyer-gomez-buendia,Franyer Gómez Buendía,si,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,2018-01-27,Chitaga,Norte de Santander,Líder sindical,Dirigente sindical,,,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html
temistocles-machado,Temistoclés Machado,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-27,Buenaventura,Valle del Cauca,Líder comunitario,Líder comunitario del barrio Isla de la Paz,Fue asesinado con con disparos,,http://www.semana.com/nacion/articulo/asesinan-a-temistocles-machado-uno-de-los-lideres-del-paro-civico-de-buenaventura/555146
berber-victor-velasquez,Berber Víctor Velasquez Vitola,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-28,Cáceres,Antioquia,Líder comunitario,Líder de movimiento Compromiso Ciudadano y	promotor cultural en la región,"En aguas del río Cauca apareció el cuerpo del líder social y profesor, Berver Victor Velásquez, quien había sido reportado como desaparecido desde el 20 de enero.",,http://caracol.com.co/emisora/2018/01/28/medellin/1517170325_013605.html
nicomedes-payan-segura,Nicomedes Payán Segura,NA,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-29,López de Micay,Cauca,Líder afrodescendiente,"Fiscal del	Consejo Comunitario de Comunidades Negras, Mamuncia","Payán salió al patio de su casa y sujetos desconocidos, sin mediar palabra, le propinaron varios disparos con escopeta",,https://www.eltiempo.com/colombia/cali/asesinaron-a-lider-social-de-lopez-de-micay-en-el-cauca-176888
leidy-amaya-ramirez,Leidy Amaya Ramirez,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,F,2018-01-30,San Calixto,Norte de Santander,Líder comunitario,Promotora de salud del municipio de san Calixto,Fue asesinada por hombres armados al momento de ingresar a su vivienda en zona céntrica del municipio.,NA,https://www.rcnradio.com/colombia/santanderes/autoridades-investigan-asesinato-ex-funcionaria-la-alcaldia-san-calixto-catatumbo
nixon-mutis,Nixon Mutis Sossa,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-30,Cantagallo,Bolívar,Líder comunal,"Presidente de la junta de acción comunal de la vereda Chaparral, del municipio de Cantagallo y sustitución alternativa de cultivos de coca, COCCAM.        ",Recibió varios impactos con arma de fuego,,https://www.elheraldo.co/bolivar/asesinan-lider-comunal-en-bolivar-453776
humberto-manuel-escobar,Humberto Manuel Escobar Mercado,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-01-30,Sucre,Sucre,Líder campesino o agrario,,,,http://www.movimientodevictimas.org/?q=content/denuncia-p%C3%BAblica-asesinados-tres-hermanos-reclamantes-de-tierra-en-sucre
antonio-maria-vargas,Antonio Maria Vargas Madrid,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-01-31,San José de Uré,Córdoba,Líder comunal,Tesorero de la Junta de Acción Comunal de la vereda Nueva Ilusión en el municipio de San José de Uré en el sur de Córdoba.,Fue sacado de su vivienda por hombres armados que le dispararon en presencia de vecinos de la población.,,http://www.eltiempo.com/colombia/otras-ciudades/asesinan-al-lider-comunal-antonio-vargas-en-el-sur-de-cordoba-177810
yolanda-maturana,Yolanda Maturana,si,si,NA,si,si,NA,NA,NA,NA,NA,NA,F,2018-02-01,Pueblo Rico,Risaralda,Líder ambiental,Defensora de los recursos naturales en la zona limítrofe entre los departamentos de Risaralda y Chocó.,Hombres armados que le dispararon varias veces en su vivienda ubicada en el municipio de Pueblo Rico,,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-lider-ambientalista-Yolanda-Maturana-20180203-0018.html
daniel-cabrera,Daniel Cabrera,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-02-01,Bahia Solano,Chocó,Líder indígena,Miembro,SD,NA,NA
diana-patricia-mejia,Diana Patricia Mejia Fonseca,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,F,2018-02-03,Bogotá,Bogotá,Líder comunitario,Madre comunitaria del barrio Candelaria La	Nueva (Ciudad Bolívar),"Le propinaron dos disparos, en la cabeza y pecho, en la tarde de este sábado, mientras caminaba con una amiga",,https://www.pulzo.com/nacion/madre-comunitaria-asesinada-tiros-bogota-PP433334
carlos-eduardo-melo,Carlos Eduardo Melo Ramirez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-05,Bogotá,Bogotá,Líder comunitario,Líder del barrio Antonio José de Sucre de la localidad de Usme,Atacado con arma blanca,El presunto asesino se entregó a las autoridades,http://www.eltiempo.com/bogota/se-entrego-supuesto-asesino-de-lider-social-de-usme-179784
sandra-janeth-luna,Sandra Yaneth Luna,si,si,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2018-02-07,Tibú,Norte de Santander,Líder comunal,"Presidenta de la Junta de Acción Comunal de la vereda Totumito Carboneras, de la región del Catatumbo","Fue secuestrada en septiembre del año pasado. Ese día, un grupo de hombres armados llegó a su casa y la sacó a la fuerza. Pasó cerca de cinco meses desaparecida, hasta que las autoridades dieron con su cuerpo. Tenía tres impactos de bala: uno en la cabeza y dos en el costado derecho de su cuerpo.",NA,https://www.elespectador.com/noticias/nacional/santander/asesinan-otra-lider-social-en-tibu-norte-de-santander-articulo-737851
david-alexis-narvaez,David Alexis Narvaez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-08,Tarazá,Antioquia,Líder campesino o agrario,Líder y beneficiario del programa de sustitución de cultivos	ilícitos en	la región,,,http://caracol.com.co/emisora/2018/02/10/medellin/1518237495_365688.html
jonathan-cundumi-anchino,Jonathan Cundumi Anchino,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-09,Guapi,Cauca,Líder campesino o agrario,Integrante del        Movimiento        Étnico        y Popular        del        Pacifico        -MOEP,,,http://www.eltiempo.com/colombia/cali/asesinaron-a-dos-lideres-sociales-en-guapi-cauca-el-pasado-viernes-181104
jesus-orlando-grueso,Jesus Orlando Grueso Obregon,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-09,Guapi,Cauca,Líder campesino o agrario,"Integrante del        Movimiento        Étnico        y Popular        del        Pacifico        -MOEP,        de        la         Coordinadora        Nacional        de        Cultivadores        de        Coca,        Amapola        y        Marihuana        COCCAM",,,http://www.eltiempo.com/colombia/cali/asesinaron-a-dos-lideres-sociales-en-guapi-cauca-el-pasado-viernes-181104
deiver-quintero-perez,Deiver Quintero Perez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-11,Tarra,Norte de Santander,Líder comunal,Coordinador de deportes de la junta de acción comunal del barrio el tarrita,,NA,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html
omar-arbey-martinez,Omar Arbey Martinez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-12,Tame,Arauca,Líder comunal,"Representante	Comité	de	Conciliación	JAC	 de	la	vereda	Corosito,	municipio	de	Tame",,,https://lavozdelcinaruco.com/18807-aparece-asesinado-dirigente-social-que-habia-sido-secuestrado
cristian-camilo-toro,Cristian Camilo Toro Rodas,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-02-17,Quimbaya,Quindio,Líder comunitario,Precandidato a la alcaldía de Qumbaya,Un sujeto le disparo en repetidas ocasiones; impactandolo en el torax y brazos,,https://www.rcnradio.com/bogota/lider-politico-fue-asesinado-en-quimbaya-quindio
elkin-fabian-toro,Elkin Fabian Toro,si,si,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-17,Tarra,Norte de Santander,Líder comunal,Presidente de la junta de acción comunal de la vereda el zul – Municipio de San Calixto,"El cuerpo sin vida de este dirigente campesino, oriundo del municipio de San Calixto, fue hallado en el corregimiento Filo El Gringo, del municipio de El Tarra",,https://www.eltiempo.com/colombia/otras-ciudades/elkin-toro-lider-social-asesinado-en-el-catatumbo-184198
juan-emilio-habran,Juan Emilio Habran Solano,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-23,Cúcuta,Norte de Santander,Líder comunitario,Ex directivo de ASOJUNTAS comuna cinco y directivo de la liga nortesantandereana de gimnasia.,Al parecer fue asesinado por robarle un anillo,NA,http://caracol.com.co/emisora/2018/07/05/cucuta/1530801524_036043.html
flover-sapuyes-gaviria,Flover Sapuyes Gaviria,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-02-23,Balboa,Cauca,Líder campesino o agrario,Tesorero del comité de Impulso de la Coccam en la vereda La Esperanza;,Fue interceptado por un desconocido que se movilizaba en una motocicleta. El asesino le propino cinco disparos a Gaviria; quien a pesar de las heridas corrio para intentar salvar su vida,,http://www.contagioradio.com/asesinan-a-flover-sapuyes-gaviria-lider-de-sustitucion-de-cultivos-en-cauca-articulo-51749/
soneyda-figueroa-duarte,Soneyda Figueroa Duarte,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,F,2018-02-26,Puerto Asís,Putumayo,Líder comunitario,Funcionaria de la Defensoría del Pueblo de Putumayo,Fue asesinada por sicarios que le dispararon porque se habría resistido a un hurto,,https://analisisurbano.org/abogada-se-resistio-a-un-hurto-y-fue-asesinada-en-puerto-asis/
cristian-emilio-jaimes,Cristian Emilio Jaimes Triana,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-02-26,Bucaramanga,Santander,Líder comunitario,,,,http://www.vanguardia.com/judicial/425723-asi-fue-el-asesinato-del-edil-de-la-comuna-10-de-bucaramanga
berlinda-gomez,Berlinda Gomez,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,F,2018-02-27,Mapiripán,Meta,Líder indígena,Miembro de la comunidad indígena Jiw,Berlinda fue hallada con señales de ataduras en los brazos,,https://www.justiciaypazcolombia.com/hallan-cuerpo-sin-vida-de-indigena-jiw/
julio-cesar-urango,Julio Cesar Urango Sanchez,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-01,Caucasia,Antioquia,Líder indígena,Lider de la comunidad indigena Senu Tigre Dos del municipio de Caucasia,,,https://miregion360.com/asesinan-un-lider-indigena-en-caucasia/
hermilsun-larraonda-rendon,Hermilsun Larraonda Rendon,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-02,Orito,Putumayo,Líder comunal,"Presidente de la Junta de Acción Comunal del Barrio Los Alpes, directivo comunal",Fue agredido por desconocidos con arma de fuego,,http://wakende.sicodhes.org/reports/view/106019
aider-arley-campo,Éider Arley Campo Hurtado,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-05,El Pital de Caldono,Cauca,Líder indígena,Miembro del colectivo de comunicación Pelsxhab stereo Resguardo de Pioyá,"4 hombres armados irrumpieron en la casa del Cabildo donde se encontraba un detenido detenido por crímenes contra la comunidad, los 4 hombres lo llevaron a la parte alta del resguardo. La guardia indígena los persiguió, al verse rodeados atentaron contra la vida de Eider.",,https://www.telesurtv.net/news/Asesinan-en-Colombia-a-comunicador-indigena-Eider-Hurtado-20180305-0022.html; http://onic.org.co/comunicados-regionales/2322-asesinan-a-comunicador-de-la-red-amcic-en-el-cauca
luis-arturo-royet,Luis Arturo Royet Campo,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-06,San José de Uré,Córdoba,Líder comunal,Presidente de Junta de Acción Comunal de la vereda Santa Isabel corregimiento Doradas,Royet fue asesinado por dos hombres que llegaron a su vivienda y dialogaron con el. “Salio con ellos en su propia moto y a un kilometro de la casa; aproximadamente; fue asesinado a disparos”,,https://www.elheraldo.co/cordoba/lider-civico-asesinado-en-ure-cordoba-hablo-con-sus-asesinos-467850
victor-hugo-martinez,Victor Hugo Martinez  Barragan,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-06,Cimitarra,Santander,Líder campesino o agrario,,,,SD
tomas-barreto-moreno,Tomas Barreto Moreno,si,si,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-03-10,San José de Uré,Córdoba,Líder afrodescendiente,Miembro del Consejo Comunitario de Comunidades Afro; en San Jose de Ure; Cordoba,Dos hombres en una moto llegaron hasta la vivienda del lider y le propinaron varios impactos,,https://www.elheraldo.co/cordoba/asesinan-lider-de-las-negritudes-en-cordoba-469214
juan-gabriel-pascal,Juan Gabriel Pascal Taicus,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-17,Barbacoas,Nariño,Líder indígena,,,,http://pasto.extra.com.co/noticias/judicial/tragedia-en-barbacoas-baleados-indigenas-401534
luis-fernando-hernandez,Luis Fernando Hernandez Hernandez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-17,Caucasia,Antioquia,Líder indígena,,,,http://www.indepaz.org.co/wp-content/uploads/2018/07/Separata-de-actualizaci%C3%B3n-de-INFORME-ESPECIAL-Todos-los-nombres-todos-los-rostros.-5-de-julio-2018.pdf
juan-mena,Juan Mena,si,si,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-18,Quibdó,Chocó,Líder comunal,Presidente de la Junta de Accion Comunal del sector La Arrocera del barrio alamos,Caminaba por una calle de Quibdo cuando hombres armados aparecieron y le dispararon,,https://colombia2020.elespectador.com/territorio/asesinan-un-lider-comunitario-en-zona-norte-de-quibdo
gildardo-antonio-valdes,Gildardo Antonio Valdés,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-19,Anorí,Antioquia,Líder comunal,Tesorero de la Junta de Acción Comunal Vereda Concha Abajo,,,http://www.porlosderechoshumanos.com/portal/noticias/generacion-1/10-homicidios-y-111-agresiones-a-lideres-durante-el-primer-semestre-de-2017
jorge-gomez-daza,Jorge Gomez Daza,NA,NA,NA,NA,NA,NA,NA,si,NA,NA,NA,M,2018-03-19,Arauca,Arauca,Líder comunal,,,,https://lavozdelcinaruco.com/15513-asesinado-el-comerciante-y-ganadero-araucano-jorge-gomez-daza
silvio-duran-ortiz,Silvio Duran Ortiz,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-19,Tumaco,Nariño,Líder afrodescendiente,,"Javier Bernardo y su familia se encontraban en las afueras de la tienda de otro familiar suyo, cuando dos personas no identificadas se acercaron en moto y dispararon directamente contra ellos, asesinándolos e hiriendo a una persona más. Según se ha informado a Amnistía Internacional, los asesinos se dirigieron directamente hacia los familiares de Cuero, siendo esto una señal de que fue un hecho planificado y que el resto de la familia podría seguir en riesgo.",,https://pueblosencamino.org/?p=5609
javier-bernardo-cuero,Javier Bernardo Cuero Ortiz,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-20,Tumaco,Nariño,Líder comunitario,,"El y su familia se encontraban en las afueras de la tienda de otro familiar suyo, cuando dos personas no identificadas se acercaron en moto y dispararon directamente contra ellos, asesinándolos e hiriendo a una persona más. Según se ha informado a Amnistía Internacional, los asesinos se dirigieron directamente hacia los familiares de Cuero, siendo esto una señal de que fue un hecho planificado y que el resto de la familia podría seguir en riesgo.",,https://pueblosencamino.org/?p=5609
jose-anibal-herrera,Jose Anibal Herrera,si,si,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-22,Puerto Valdivia,Antioquia,Líder comunitario,Miembro de la Organizacion ASOCBAC de Puerto Valdivia,Su cuerpo fue encontrado en la vereda Filadelfia,,https://www.lafm.com.co/colombia/dos-lideres-sociales-fueron-hallados-sin-vida-en-antioquia-en-menos-de-24-horas
jose-ospina-arango,Jose Alcidez Ospina Arango,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-22,Pensilvania,Caldas,Líder comunal,,,,http://www.bcnoticias.com.co/en-caldas-un-menor-de-edad-acepto-haber-asesinado-a-un-hombre/
jorge-miguel-polanco,Jorge Miguel Polanco Avila,si,NA,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-25,Cáceres,Antioquia,Líder comunal,Presidente de la Junta de Acción Comunal de la vereda Caño Prieto,"Fue sacado a la fuerza de su lugar de residencia, quien habria sido trasladado contra su voluntad hasta zona rural de Caucasia y asesinado alli por sujetos que portaban fusiles de largo alcance",,https://analisisurbano.org/arremetida-sangrienta-contra-lideres-sociales-dos-mas-fueron-asesinados-en-caucasia/
victor-alfonso-zabaleta,Victor Alfonso Zabaleta Oviedo,si,si,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-25,Cáceres,Antioquia,Líder comunal,Presidente de la Junta de Accion Comunal de la vereda El Rizo del municipio de Caceres,Fue acribillado en una finca de la vereda Jaguas,,http://wakende.sicodhes.org/reports/view/106010
lisandro-antonio-hernandez,Lisandro Antonio Hernandez Triviño,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-25,El Tambo,Cauca,Líder comunitario,,,,http://hsbnoticias.com/noticias/judicial/asesinado-de-un-tiro-403555
jose-wilson-escue,Jose Wilson Escue Vitonco,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-03-26,Caloto,Cauca,Líder indígena,,,,http://www.onic.org.co/comunicados-regionales/2341-comunero-indigena-es-asesinado-en-operativo-de-la-fuerza-publica-en-el-corregimiento-del-palo-caloto-zona-campesina
israel-fajardo,Israel Fajardo,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-27,Macarena,Meta,Líder comunitario,,,,
maria-magdalena-cruz,Maria Magdalena Cruz Rojas,si,si,NA,si,NA,NA,NA,si,NA,si,NA,F,2018-03-30,Mapiripán,Meta,Líder campesino o agrario,Miembro del Programa Nacional de Sustitucion de Cultivos Ilicitos,Fue asesinada frente a su esposo y su hijo en la vereda Unibrisas en zona rural de Mapiripan ,,https://www.publico.es/internacional/asesinada-colombia-lider-campesina-maria-magdalena-cruz-rojas.html
belisario-benavides-ordonez,Belisario Benavides Ordoñez,si,si,NA,si,NA,NA,NA,si,NA,si,NA,M,2018-03-30,Rosas,Cauca,Líder comunitario,Dirigente social e integrante de la Mesa de Victimas del Municipio de Rosas,Fue abordado; por sujetos desconocidos cuando salia de su vivienda en motocicleta; acompañado de su hijo de 3 años y un sobrino de 12,,https://www.elespectador.com/noticias/judicial/capturan-presunto-autor-de-crimen-de-lider-social-en-cauca-articulo-792934
hector-janer-latin,Hector Janer Latin,si,NA,NA,si,NA,NA,NA,si,NA,NA,NA,M,2018-03-30,Corinto,Cauca,Líder indígena,,,,https://prensarural.org/spip/spip.php?article22896
alvaro-perez,Álvaro Perez,si,NA,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-04-04,Tibú,Norte de Santander,Líder campesino o agrario,Responsable del comité barrial del municipio de san Calixto,Ataque en la via mientras se movilizaba en su vehículo,,http://www.eltiempo.com/colombia/otras-ciudades/asesinato-de-lider-social-en-el-catatumbo-en-norte-de-santander-201636
saul-mendieta,Saul Mendieta,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-04-04,Soledad,Atlantico,Líder comunal,,,,SD
yovany-velazco-ariza,Yovany Velazco Ariza,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-04-07,San José,Guaviare,Líder comunal,,,,SD
wilson-arnulfo-quetama,Wilson Arnulfo Quetama,NA,si,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-04-08,San Jose Del Palmar,Chocó,Líder comunitario,,,,http://caracol.com.co/emisora/2018/04/10/cali/1523368336_986675.html
claudio-chavez,Claudio Chavez,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-04-10,San Jose Del Palmar,Chocó,Líder comunitario,Presidente de la Asociación Campesina del corregimiento La Italia.,Fue asesinado en medio de una reunión convocada por el ELN en el corregimiento La Italia.  ,,SD; https://noticias.caracoltv.com/colombia/dos-defensores-de-victimas-fueron-asesinados-en-choco
efren-zuniga-dorado,Efren Zuñiga Dorado,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-04-16,Piendamo,Cauca,Líder comunitario,Docente,"Fue obligado a cavar su propia tumba, pero al final lo ultimaron de un tiro en la cabeza.",,http://caracol.com.co/emisora/2018/04/16/popayan/1523894803_553766.html; https://www.marchapatriotica.org/wp-content/uploads/2018/06/Informe-l%C3%ADderes-y-defensores-2018-1.pdf
obdulio-angulo-zamora,Obdulio Angulo Zamora,NA,NA,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-04-17,Buenaventura,Valle del Cauca,Líder afrodescendiente,,,,https://www.elespectador.com/noticias/politica/disidencia-de-las-farc-asesino-lideres-de-el-naya-articulo-792344
simeon-olave-angulo,Simeon Olave Angulo,NA,NA,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-04-17,Buenaventura,Valle del Cauca,Líder comunitario,,,,https://www.elespectador.com/noticias/politica/disidencia-de-las-farc-asesino-lideres-de-el-naya-articulo-792344
james-luis-jimenez,James Luis Jimenez Estrada,NA,si,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-04-20,San Pedro de Urabá,Antioquia,Líder comunal,,,,http://www.contagioradio.com/asesinan-a-james-jimenez-lider-de-proceso-de-restitucion-de-tierras-en-turbo-articulo-52991/
maria-del-carmen-moreno,Maria del Carmen Moreno,NA,si,NA,si,NA,NA,NA,NA,NA,si,NA,F,2018-05-02,Arauquita,Arauca,Líder comunitario,Presidenta de la Junta de Acción Comunal de Caño Rico en Arauquita,"Iba a trabajar a su finca en la vereda Caño Rico -municipio de Arauquita-, cuando fue secuestrada. A pesar de los esfuerzos de la Fuerza Pública y de las peticiones que desde el pueblo se hicieron para su liberación, unos días después se encontró su cuerpo en la zona rural de su vereda",,http://pacifista.co/maria-del-carmen-moreno-la-lideresa-asesinada-que-se-oponia-a-la-expansion-petrolera/
hugo-labeiro-george,Hugo Albeiro George Perez,NA,si,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-05-03,Ituango,Antioquia,Líder campesino o agrario,,,,http://www.contagioradio.com/asesinan-hugo-albeiro-george-lider-social-afectado-hidroituango-articulo-53093/
iber-antonio-angulo,Iber Antonio Angulo Zamora,NA,NA,NA,si,NA,NA,NA,NA,NA,NA,NA,M,2018-05-05,Buenaventura,Valle del Cauca,Líder afrodescendiente,,,,http://www.indepaz.org.co/wp-content/uploads/2018/07/Separata-de-actualizaci%C3%B3n-de-INFORME-ESPECIAL-Todos-los-nombres-todos-los-rostros.-5-de-julio-2018.pdf
luis-alberto-torres,Luis Alberto Torres Montoya,NA,NA,NA,si,NA,NA,NA,NA,NA,si,NA,M,2018-05-08,Puerto Valdivia,Antioquia,Líder campesino o agrario,,,,https://www.elespectador.com/noticias/medio-ambiente/asesinan-otro-lider-social-en-antioquia-en-menos-de-ocho-dias-articulo-754713
